16-07-2023 00:20:40,00,AV11,23,2792983300.0,0.0,,,
16-07-2023 00:20:41,00,AV11,29,544213760.0,0.0,,,
16-07-2023 00:20:41,00,AV11,31,466018660.0,0.0,,,
16-07-2023 00:20:41,00,AV11,33,216528450.0,0.0,,,
16-07-2023 00:20:41,00,AV11,40,215071340.0,0.0,,,
16-07-2023 00:20:42,00,AV11,41,128819270.0,0.0,,,
16-07-2023 00:20:42,00,AV11,42,496105570.0,0.0,,,
16-07-2023 00:20:46,00,AV11,44,70333.27,0.0,,,
16-07-2023 00:20:47,00,AV11,49,90038730.0,0.0,,,
16-07-2023 00:20:50,00,AV11,57,10611682.0,-189.44086,,,
16-07-2023 00:20:51,00,AV11,27,6728885.0,0.0,,,
